ph,temperature,humidity,flow,turbidity,tds,biofilm_risk_percent,biofilm_formation_label
6.95,23.23,61.72,91.68,1367.81,533.05,54.52,MEDIUM
6.99,23.11,62.53,90.33,1321.17,514.64,54.66,MEDIUM
6.94,23.59,63.06,91.33,1283.26,524.06,53.85,MEDIUM
6.98,23.92,63.97,91.39,1264.2,466.84,54.13,MEDIUM
7.0,23.49,64.1,90.92,1256.83,505.26,54.0,MEDIUM
6.98,23.69,63.28,89.57,1224.39,531.17,54.06,MEDIUM
6.94,23.52,63.5,87.59,1257.95,461.68,54.76,MEDIUM
6.91,23.75,63.42,88.33,1286.77,535.5,54.83,MEDIUM
6.93,23.55,62.47,87.97,1300.16,544.02,55.08,MEDIUM
6.9,23.58,61.88,87.71,1322.55,524.89,55.25,MEDIUM
6.94,23.71,62.0,88.62,1327.13,504.37,55.44,MEDIUM
6.9,23.35,62.22,90.14,1309.87,565.46,54.06,MEDIUM
6.87,23.47,61.78,90.44,1301.36,478.44,53.77,MEDIUM
6.83,23.53,61.58,90.17,1323.75,534.36,53.87,MEDIUM
6.84,24.02,60.64,90.3,1309.25,561.51,54.1,MEDIUM
6.87,24.4,60.05,90.9,1422.31,610.16,55.77,MEDIUM
6.82,24.13,60.84,92.37,1395.1,554.72,54.35,MEDIUM
6.8,24.59,60.72,92.58,1701.14,673.51,58.31,MEDIUM
6.76,24.67,60.05,93.09,1692.47,641.69,57.75,MEDIUM
6.77,25.1,60.06,94.25,1692.69,643.29,57.81,MEDIUM
6.75,24.64,60.68,94.27,1650.99,688.55,56.74,MEDIUM
6.72,25.02,60.28,92.65,1647.63,657.83,57.36,MEDIUM
6.75,24.59,59.73,90.72,1609.02,607.01,57.45,MEDIUM
6.78,24.17,60.64,90.82,1618.38,636.02,57.42,MEDIUM
6.79,24.17,60.71,88.91,1576.03,615.82,57.61,MEDIUM
6.76,23.94,60.91,89.87,1731.01,706.86,58.86,MEDIUM
6.8,23.6,61.8,91.75,1725.15,642.09,58.15,MEDIUM
6.85,23.97,62.31,91.87,1758.96,707.7,59.19,MEDIUM
6.85,23.65,62.61,92.94,1739.01,683.83,58.31,MEDIUM
6.83,23.82,61.78,92.04,1781.78,735.86,59.16,MEDIUM
6.8,23.69,61.74,91.28,1748.82,746.67,58.72,MEDIUM
6.78,23.66,61.23,92.76,1761.39,733.57,58.16,MEDIUM
6.81,23.33,60.46,93.07,1800.06,721.02,58.48,MEDIUM
6.84,23.6,61.45,91.74,1845.17,698.55,59.98,MEDIUM
6.83,23.42,62.18,92.99,1816.97,732.82,58.99,MEDIUM
6.82,23.05,62.44,92.88,1793.55,716.54,58.33,MEDIUM
6.8,23.28,61.77,94.03,1791.0,668.84,57.91,MEDIUM
6.77,22.83,61.97,92.76,1769.08,661.75,57.55,MEDIUM
6.82,22.97,62.77,92.79,1778.1,742.15,58.1,MEDIUM
6.84,23.15,62.27,91.34,1746.02,655.9,58.5,MEDIUM
6.82,22.93,62.75,93.26,1789.23,712.35,58.1,MEDIUM
6.79,22.83,61.86,93.21,1825.5,721.87,58.26,MEDIUM
6.8,23.3,61.77,94.68,1835.74,749.55,58.28,MEDIUM
6.85,23.02,61.1,93.12,1827.43,714.08,58.88,MEDIUM
6.82,23.08,61.2,94.13,1846.29,765.58,58.57,MEDIUM
6.78,23.1,60.79,93.27,1865.47,701.69,58.84,MEDIUM
6.8,23.52,60.39,93.75,1898.66,762.97,59.59,MEDIUM
6.77,23.11,60.02,95.28,1895.17,749.83,58.45,MEDIUM
6.76,23.04,59.56,95.45,1906.61,728.2,58.37,MEDIUM
6.77,22.97,60.55,96.98,1889.76,757.69,57.67,MEDIUM
6.74,23.2,60.72,96.1,1888.65,748.04,57.95,MEDIUM
6.75,23.66,61.67,96.92,1902.4,758.23,58.21,MEDIUM
6.74,23.39,61.48,97.29,1909.74,778.19,57.87,MEDIUM
6.76,23.19,61.91,98.43,1914.24,797.99,57.54,MEDIUM
6.76,23.02,61.07,99.11,1920.18,795.01,57.3,MEDIUM
6.73,23.4,61.1,100.0,1955.79,755.28,57.45,MEDIUM
6.73,23.37,60.29,98.62,1938.29,777.04,57.72,MEDIUM
6.75,22.92,59.33,99.13,1889.17,726.56,56.7,MEDIUM
6.72,22.45,58.97,97.66,1910.34,805.79,56.91,MEDIUM
6.69,22.64,58.08,97.38,1900.43,764.47,56.86,MEDIUM
6.65,22.36,57.45,98.48,1876.65,788.18,55.61,MEDIUM
6.6,22.45,57.63,98.46,1853.26,781.83,55.06,MEDIUM
6.57,22.04,57.73,99.46,1864.75,778.17,54.31,MEDIUM
6.6,22.51,58.25,98.14,1913.46,744.46,55.95,MEDIUM
6.65,22.49,57.58,100.0,1938.81,757.39,55.96,MEDIUM
6.69,22.95,56.69,100.0,1920.73,790.07,56.4,MEDIUM
6.7,23.05,57.09,99.56,1901.66,805.75,56.46,MEDIUM
6.66,23.02,56.54,99.83,1923.02,805.58,56.33,MEDIUM
6.63,23.39,56.67,100.0,1883.18,793.06,55.77,MEDIUM
6.67,23.06,57.66,100.0,1857.81,727.66,55.56,MEDIUM
6.67,23.2,57.7,98.1,1897.68,794.79,56.79,MEDIUM
6.63,22.94,57.36,99.87,1923.52,811.94,56.01,MEDIUM
6.64,23.04,57.7,100.0,1895.04,723.11,55.77,MEDIUM
6.63,22.9,57.35,98.42,1923.8,726.13,56.47,MEDIUM
6.68,23.01,57.61,97.52,1920.68,738.9,57.21,MEDIUM
6.71,23.06,58.2,98.98,1872.65,755.71,56.42,MEDIUM
6.75,23.09,58.18,98.51,1901.64,729.78,57.2,MEDIUM
6.75,23.15,57.54,99.62,1923.52,751.72,57.19,MEDIUM
6.73,23.54,56.91,99.95,1970.8,758.69,57.8,MEDIUM
6.77,23.47,57.88,100.0,2377.96,905.9,58.37,MEDIUM
6.73,23.86,57.21,100.0,2423.05,956.75,58.35,MEDIUM
6.73,24.09,56.37,100.0,2419.99,1017.23,58.58,MEDIUM
6.7,24.52,55.69,98.32,2449.1,1010.89,59.2,MEDIUM
6.66,24.07,55.92,57.72,2437.77,973.81,72.76,HIGH
6.66,23.62,54.93,58.61,2400.83,969.51,72.12,HIGH
6.68,23.98,54.39,58.58,2387.63,964.64,72.61,HIGH
6.7,24.43,55.31,58.81,2401.47,970.68,73.0,HIGH
6.74,24.91,55.96,57.18,2435.74,1016.15,74.22,HIGH
6.71,24.62,56.12,57.06,2821.45,1153.41,73.83,HIGH
6.73,24.89,55.26,56.35,2838.67,1087.45,74.45,HIGH
6.72,25.01,56.04,57.89,2827.89,1088.46,73.93,HIGH
6.75,24.79,55.74,56.69,2826.6,1114.49,74.35,HIGH
6.76,24.77,56.32,57.53,2861.37,1129.89,74.14,HIGH
6.74,24.52,55.99,59.5,2904.16,1190.99,73.11,HIGH
6.76,24.73,56.22,59.63,2922.73,1155.5,73.38,HIGH
6.81,24.6,56.71,61.12,2921.26,1164.24,73.12,HIGH
6.77,24.32,56.78,61.77,2884.43,1119.71,72.41,HIGH
6.73,24.55,57.0,60.94,2835.98,1108.26,72.56,HIGH
6.73,24.62,56.56,62.34,2810.68,1089.85,72.13,HIGH
6.75,24.62,56.62,60.67,2778.56,1094.83,72.84,HIGH
6.78,24.89,57.34,58.72,2783.53,1143.61,73.96,HIGH
6.74,24.93,56.64,57.21,2787.05,1082.61,74.26,HIGH
6.79,24.57,57.2,56.52,2788.48,1118.0,74.54,HIGH
6.79,24.97,58.1,57.68,2762.36,1105.36,74.44,HIGH
6.78,24.64,57.77,58.6,2789.21,1162.08,73.84,HIGH
6.76,24.33,58.56,56.6,2827.66,1110.06,74.16,HIGH
6.74,24.21,58.34,56.86,2810.57,1139.71,73.77,HIGH
6.71,24.11,57.58,57.86,2853.6,1172.05,73.16,HIGH
6.73,24.34,57.79,56.44,2826.46,1169.55,73.97,HIGH
6.73,24.27,58.58,56.79,2830.94,1167.72,73.78,HIGH
6.73,24.36,58.16,54.82,2834.69,1095.67,74.55,HIGH
6.78,24.64,57.61,54.25,2810.48,1105.05,75.33,HIGH
6.78,24.75,57.07,56.13,2814.37,1121.37,74.79,HIGH
6.75,25.13,56.5,57.36,2816.14,1165.85,74.39,HIGH
6.8,25.15,57.22,55.5,2829.49,1122.05,75.41,HIGH
6.79,25.07,56.97,57.41,2843.28,1126.01,74.61,HIGH
6.82,24.6,56.84,57.92,2852.04,1187.25,74.32,HIGH
6.84,24.47,57.24,57.5,2865.18,1189.23,74.54,HIGH
6.85,24.55,58.03,56.28,2854.36,1137.26,75.07,HIGH
6.88,24.76,58.93,54.34,2825.24,1113.82,76.16,HIGH
6.92,24.94,59.08,54.79,2835.33,1173.7,76.46,HIGH
6.92,24.63,59.06,55.22,2790.51,1081.36,76.06,HIGH
6.91,24.7,59.94,56.66,2803.71,1110.09,75.56,HIGH
6.87,24.82,60.86,57.34,2778.77,1129.82,75.04,HIGH
6.87,24.59,60.2,56.32,2817.71,1107.37,75.23,HIGH
6.9,24.87,59.55,56.88,2774.62,1117.4,75.47,HIGH
6.87,25.18,59.21,56.2,2776.21,1151.09,75.71,HIGH
6.85,24.8,58.79,54.67,2805.15,1145.49,75.82,HIGH
6.83,25.18,58.58,56.66,2827.32,1166.2,75.29,HIGH
6.83,24.83,57.93,56.96,2818.27,1095.69,74.92,HIGH
6.82,25.12,58.0,58.81,3000.0,1178.01,74.38,HIGH
6.85,25.41,58.95,59.13,3000.0,1238.92,74.73,HIGH
6.86,25.49,58.41,59.16,3000.0,1239.64,74.86,HIGH
6.84,25.97,58.89,58.83,3000.0,1179.8,75.22,HIGH
6.89,25.83,58.43,58.2,3000.0,1251.56,75.65,HIGH
6.88,25.67,57.59,60.09,3000.0,1248.64,74.85,HIGH
6.84,26.15,57.35,61.5,3000.0,1258.62,74.43,HIGH
6.81,26.11,57.74,60.82,3000.0,1241.57,74.36,HIGH
6.86,26.4,58.48,60.17,2953.94,1175.38,75.18,HIGH
6.88,26.14,58.16,61.0,2934.16,1150.13,74.89,HIGH
6.84,26.55,59.06,62.53,2947.38,1207.58,74.33,HIGH
6.81,26.94,59.8,61.37,2955.64,1162.8,74.77,HIGH
6.82,27.36,59.15,61.04,2944.07,1186.93,75.32,HIGH
6.83,26.87,59.32,62.43,2932.63,1217.98,74.52,HIGH
6.87,26.67,58.53,60.64,2928.73,1178.21,75.27,HIGH
6.89,26.44,58.38,62.25,2924.34,1147.59,74.72,HIGH
6.87,26.61,59.16,60.78,2957.18,1205.43,75.24,HIGH
6.84,26.67,59.36,61.77,2993.2,1190.36,74.69,HIGH
6.83,26.51,58.72,60.95,3000.0,1242.39,74.77,HIGH
6.79,26.17,57.93,62.36,2971.48,1199.22,73.75,HIGH
6.84,26.57,58.81,62.1,3000.0,1186.3,74.45,HIGH
6.86,27.06,58.1,63.29,3000.0,1244.13,74.56,HIGH
6.81,27.51,57.23,63.62,2991.19,1154.02,74.42,HIGH
6.8,27.4,56.41,65.27,2957.1,1232.04,73.73,HIGH
6.78,27.05,57.15,65.48,2981.84,1183.51,73.21,HIGH
6.75,26.81,56.35,66.5,3000.0,1167.8,72.43,HIGH
6.73,27.18,55.56,66.0,2984.09,1154.21,72.77,HIGH
6.71,27.33,56.1,65.73,2956.34,1137.9,72.79,HIGH
6.73,27.52,56.52,66.87,2949.56,1199.46,72.69,HIGH
6.74,27.8,55.54,67.09,2981.55,1164.34,72.89,HIGH
6.71,28.3,55.55,68.23,2968.21,1162.08,72.64,HIGH
6.74,28.68,56.24,69.0,2965.48,1156.3,72.88,HIGH
6.71,28.39,56.71,70.06,2992.91,1218.31,72.12,HIGH
6.69,28.39,55.73,69.29,2958.36,1215.54,72.25,HIGH
6.67,28.65,55.51,70.27,2970.61,1180.56,71.93,HIGH
6.7,28.75,54.92,69.56,2969.35,1188.18,72.46,HIGH
6.69,28.39,55.2,71.52,3000.0,1200.17,71.43,HIGH
6.73,28.6,55.5,70.84,2970.77,1179.33,72.11,HIGH
6.78,28.75,55.66,70.53,2931.63,1144.93,72.7,HIGH
6.75,28.92,55.33,68.62,2913.39,1144.95,73.29,HIGH
6.78,28.88,55.72,68.22,2933.8,1166.21,73.6,HIGH
6.79,29.27,56.42,67.23,2956.36,1143.48,74.34,HIGH
6.77,28.84,55.93,66.84,3000.0,1245.94,73.99,HIGH
6.8,28.42,55.82,66.97,3000.0,1212.3,73.86,HIGH
6.78,28.11,55.73,66.2,2967.08,1236.11,73.73,HIGH
6.79,27.62,55.51,65.85,3000.0,1331.38,73.61,HIGH
6.78,27.4,55.19,65.12,3000.0,1365.46,73.64,HIGH
6.74,27.85,55.28,66.16,3000.0,1265.68,73.27,HIGH
6.69,27.35,54.32,65.82,3000.0,1234.26,72.65,HIGH
6.67,27.35,55.11,65.69,3000.0,1162.54,72.58,HIGH
6.69,27.03,55.19,67.17,2950.82,1153.02,71.96,HIGH
6.66,26.76,55.9,69.04,2950.56,1150.97,70.82,HIGH
6.66,26.85,56.25,68.51,2989.53,1162.48,71.14,HIGH
6.68,26.75,56.38,69.23,3000.0,1307.88,70.9,HIGH
6.69,26.58,56.93,42.42,3000.0,1171.06,80.27,HIGH
6.72,26.6,56.72,43.56,3000.0,1192.84,80.1,HIGH
6.73,26.97,56.77,43.96,3000.0,1250.09,80.29,HIGH
6.77,27.22,57.51,44.07,2998.38,1245.94,80.76,HIGH
6.8,26.92,56.72,45.93,2992.91,1207.99,80.08,HIGH
6.78,26.73,56.95,44.78,3000.0,1246.63,80.26,HIGH
6.74,27.16,56.46,45.49,2952.54,1160.16,79.98,HIGH
6.76,26.8,55.76,44.46,2907.19,1136.77,80.23,HIGH
6.78,26.67,55.84,43.34,2882.46,1103.51,80.65,HIGH
6.79,26.46,55.68,43.02,2888.07,1175.05,80.74,HIGH
6.77,26.18,56.14,41.07,2890.67,1140.5,81.04,HIGH
6.74,26.0,57.13,40.02,2880.12,1133.87,81.02,HIGH
6.72,25.95,56.65,41.35,2844.32,1088.67,80.37,HIGH
6.68,25.55,56.17,39.89,2797.27,1115.7,80.32,HIGH
6.69,25.97,55.53,38.42,2812.36,1075.46,81.19,HIGH
6.7,26.27,56.44,37.19,2851.42,1114.76,81.95,HIGH
6.72,25.82,57.05,36.7,3000.0,1205.82,81.94,HIGH
6.71,25.52,57.59,36.32,2952.77,1191.05,81.74,HIGH
6.75,25.42,57.09,38.3,2908.01,1148.09,81.26,HIGH
6.7,24.99,57.02,82.64,2881.88,1121.71,65.05,HIGH
6.72,25.32,56.84,81.11,2862.34,1113.45,66.0,HIGH
6.68,24.99,56.48,79.31,2887.97,1154.15,66.06,HIGH
6.64,25.35,56.93,79.79,2897.07,1203.89,65.88,HIGH
6.61,24.94,57.15,78.77,2849.39,1166.56,65.72,HIGH
6.56,24.99,58.15,80.51,2858.95,1162.73,64.79,HIGH
6.55,25.28,57.65,79.16,2864.37,1137.48,65.41,HIGH
6.55,25.72,56.7,77.77,2833.02,1179.8,66.17,HIGH
6.52,25.57,56.89,79.54,2784.2,1162.26,65.21,HIGH
6.52,25.44,56.12,79.81,2763.88,1112.03,65.03,HIGH
6.5,25.23,55.47,81.71,2807.49,1085.98,64.04,HIGH
6.53,25.05,56.06,83.07,2813.77,1160.46,63.7,HIGH
6.54,25.34,56.96,81.77,2805.0,1125.78,64.46,HIGH
6.55,25.44,56.1,83.29,2770.73,1097.14,64.04,HIGH
6.53,25.36,55.18,84.46,2778.04,1142.27,63.43,HIGH
6.53,25.69,55.57,84.61,2763.43,1082.59,63.64,HIGH
6.55,25.5,54.93,85.33,2790.83,1092.7,63.37,HIGH
6.56,25.45,55.05,84.38,2776.01,1074.77,63.76,HIGH
6.58,25.49,54.58,84.72,3000.0,1294.06,63.82,HIGH
6.61,25.17,54.56,85.5,2997.66,1220.99,63.54,HIGH
6.57,25.4,53.57,85.59,3000.0,1205.19,63.37,HIGH
6.58,25.28,54.0,87.06,2967.81,1183.86,62.82,HIGH
6.61,25.07,54.13,88.5,2929.31,1212.25,62.4,HIGH
6.59,25.01,54.46,87.89,3000.0,1334.2,62.41,HIGH
6.58,24.98,54.95,89.27,3000.0,1306.34,61.85,HIGH
6.58,25.31,54.55,88.0,2999.82,1157.78,62.55,HIGH
6.56,25.81,53.6,89.35,3000.0,1233.82,62.3,HIGH
6.56,25.35,53.99,87.69,3000.0,1204.2,62.51,HIGH
6.57,24.95,53.89,89.15,3000.0,1253.98,61.75,HIGH
6.56,24.54,54.85,90.01,2987.99,1146.96,61.1,HIGH
6.57,24.39,55.16,91.07,3000.0,1199.79,60.66,HIGH
6.59,24.38,54.76,90.09,2990.68,1194.95,61.19,HIGH
6.55,24.33,54.58,90.05,2954.79,1147.75,60.87,HIGH
6.57,24.26,54.9,88.09,2933.61,1213.88,61.63,HIGH
6.58,24.3,53.96,88.74,2951.37,1177.41,61.52,HIGH
6.53,24.12,53.88,89.79,2963.18,1136.4,60.66,HIGH
6.58,24.43,53.62,89.21,3000.0,1229.51,61.46,HIGH
6.61,24.46,53.97,90.23,3000.0,1224.28,61.31,HIGH
6.63,24.03,53.58,92.03,2998.58,1208.77,60.53,HIGH
6.66,24.02,53.6,92.74,3000.0,1165.73,60.52,HIGH
6.63,24.04,54.07,93.98,3000.0,1242.55,59.85,MEDIUM
6.61,24.47,53.14,92.94,2977.93,1151.15,60.38,HIGH
6.63,24.47,53.33,93.55,2978.93,1239.93,60.3,HIGH
6.63,24.3,53.39,92.6,3000.0,1240.56,60.54,HIGH
6.61,24.42,54.21,90.93,2957.58,1192.92,61.07,HIGH
6.64,24.56,54.87,89.52,2984.54,1224.36,61.87,HIGH
6.62,24.37,54.98,90.68,2975.7,1175.61,61.22,HIGH
6.67,23.97,55.74,90.84,3000.0,1160.54,61.19,HIGH
6.64,23.67,56.16,89.2,2973.94,1227.34,61.36,HIGH
6.65,23.79,55.59,88.4,2972.79,1170.73,61.75,HIGH
6.61,23.58,54.72,87.51,2990.22,1166.45,61.66,HIGH
6.6,23.7,55.11,87.57,3000.0,1313.59,61.62,HIGH
6.58,23.97,55.76,87.65,2999.75,1229.27,61.68,HIGH
6.54,23.48,54.87,87.67,3000.0,1212.39,61.01,HIGH
6.5,23.53,54.23,87.76,2989.57,1234.09,60.7,HIGH
6.53,23.61,54.1,86.68,2986.94,1229.59,61.34,HIGH
6.58,23.9,53.62,84.81,2937.27,1173.69,62.57,HIGH
6.54,24.09,53.8,83.26,2938.86,1156.88,63.0,HIGH
6.55,23.99,53.18,83.82,2951.97,1182.07,62.76,HIGH
6.51,24.25,52.9,83.27,2977.22,1201.11,62.87,HIGH
6.46,24.41,52.09,83.77,2991.52,1172.34,62.46,HIGH
6.42,24.76,52.03,81.8,3000.0,1208.37,63.11,HIGH
6.38,25.22,52.17,81.49,2996.05,1164.82,63.22,HIGH
6.39,25.26,52.91,79.96,3000.0,1195.49,63.88,HIGH
6.43,25.31,52.07,78.53,2982.97,1215.56,64.69,HIGH
6.45,24.88,51.99,78.68,2977.08,1207.58,64.5,HIGH
6.46,24.85,51.56,79.89,2987.01,1241.94,64.11,HIGH
6.43,25.11,51.76,80.76,3000.0,1213.68,63.79,HIGH
6.41,25.1,52.54,81.53,3000.0,1187.98,63.39,HIGH
6.41,25.06,52.3,80.3,2987.75,1193.22,63.8,HIGH
6.46,24.73,51.79,78.62,3000.0,1213.69,64.46,HIGH
6.45,25.01,52.31,77.6,3000.0,1204.44,64.95,HIGH
6.45,25.13,52.65,79.29,3000.0,1174.62,64.47,HIGH
6.48,25.28,52.37,78.56,2980.38,1145.99,65.02,HIGH
6.47,25.25,52.23,79.0,2987.84,1194.22,64.81,HIGH
6.48,25.51,52.89,79.6,2989.6,1202.73,64.89,HIGH
6.53,25.65,52.68,81.02,3000.0,1168.94,64.86,HIGH
6.56,25.53,52.05,80.24,3000.0,1192.19,65.23,HIGH
6.51,25.8,51.54,79.71,2970.67,1226.91,65.25,HIGH
6.53,25.97,52.13,78.38,2983.81,1162.13,66.04,HIGH
6.5,25.53,51.15,79.3,2937.05,1147.3,65.11,HIGH
6.52,25.09,50.44,78.37,3000.0,1255.79,65.31,HIGH
6.51,25.43,50.42,78.14,3000.0,1208.19,65.51,HIGH
6.5,25.6,51.4,77.14,2958.29,1177.1,65.94,HIGH
6.51,25.99,51.63,76.28,3000.0,1223.21,66.62,HIGH
6.47,25.94,51.44,74.64,2958.56,1151.88,66.9,HIGH
6.45,25.91,51.48,73.63,2984.3,1237.1,67.02,HIGH
6.45,25.51,51.97,74.98,3000.0,1160.02,66.26,HIGH
6.41,25.25,52.0,75.27,3000.0,1165.26,65.66,HIGH
6.39,25.22,51.33,76.15,2950.24,1201.17,65.18,HIGH
6.42,24.84,51.89,77.84,2993.79,1213.59,64.53,HIGH
6.44,25.13,52.71,76.66,2995.85,1174.14,65.3,HIGH
6.49,24.86,53.58,75.8,3000.0,1234.91,65.77,HIGH
6.48,25.15,54.15,75.6,3000.0,1239.75,66.01,HIGH
6.44,25.14,54.19,74.03,2985.54,1159.19,66.25,HIGH
6.43,24.75,53.66,72.3,3000.0,1179.22,66.47,HIGH
6.38,24.5,53.18,73.54,3000.0,1361.25,65.48,HIGH
6.43,24.66,52.8,74.69,2952.61,1148.04,65.55,HIGH
6.47,24.97,53.77,75.82,2940.5,1225.47,65.75,HIGH
6.5,25.01,54.11,77.16,2908.47,1132.94,65.5,HIGH
6.5,24.98,53.94,76.88,2931.13,1216.11,65.59,HIGH
6.53,24.73,53.21,75.6,2963.34,1208.39,66.04,HIGH
6.5,24.56,54.05,76.23,2963.45,1145.22,65.52,HIGH
6.49,24.06,54.28,75.48,2955.68,1139.84,65.3,HIGH
6.46,23.56,53.65,75.06,2965.28,1204.04,64.82,HIGH
6.42,23.88,54.32,75.44,2931.94,1134.31,64.69,HIGH
6.42,24.2,53.43,75.31,2958.74,1157.0,64.96,HIGH
6.41,24.58,52.51,74.24,2997.43,1212.1,65.53,HIGH
6.39,24.62,52.72,75.02,3000.0,1213.03,65.15,HIGH
6.42,24.54,52.56,74.98,2968.3,1180.86,65.3,HIGH
6.4,24.32,52.05,73.56,2966.49,1236.4,65.51,HIGH
6.39,24.73,52.97,74.7,2971.13,1216.24,65.3,HIGH
6.44,24.7,53.37,75.98,2994.47,1227.97,65.2,HIGH
6.48,24.89,54.19,74.18,2991.36,1175.28,66.27,HIGH
6.43,24.76,54.99,74.84,3000.0,1167.93,65.62,HIGH
6.39,25.15,55.26,75.34,3000.0,1363.01,65.4,HIGH
6.38,24.91,55.4,76.49,3000.0,1216.09,64.74,HIGH
6.33,24.68,54.93,77.95,3000.0,1234.74,63.71,HIGH
6.32,24.58,54.94,76.77,2986.19,1189.26,64.0,HIGH
6.36,24.75,55.22,76.96,2987.26,1223.67,64.33,HIGH
6.31,24.71,54.39,76.53,2971.38,1156.25,64.08,HIGH
6.34,24.21,54.43,74.73,3000.0,1173.24,64.53,HIGH
6.3,24.04,54.02,74.15,3000.0,1229.01,64.3,HIGH
6.32,23.84,53.49,72.96,2996.68,1155.64,64.78,HIGH
6.3,23.84,53.0,71.39,3000.0,1197.7,65.17,HIGH
6.31,23.44,52.9,69.95,2966.21,1208.96,65.44,HIGH
6.27,23.11,52.52,69.99,2925.45,1199.49,64.87,HIGH
6.32,22.95,51.56,70.18,3000.0,1392.1,65.03,HIGH
6.35,22.58,51.54,68.23,2973.05,1158.8,65.68,HIGH
